CoC_Number,Year,weighted median income,weighted median rent,total population,tract count,CoC Name,Overall Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Overall Homeless People in Families,Poverty_Rate,Vacancy_Rate,Renter_Household_Rate,Cost_Burdened_Rate,Unemployment_Rate,Average Temperature,"Beds (ES, TH, SH)"
AK-501,2009,64208.390446260215,954.7586549340036,397750.0,110.0,Alaska Balance of State CoC,725.0,555.0,170.0,418.0,307.0,10.00961368,21.70696019,32.94115149,36.2774805,9.11572291,-0.2,820.0
AK-501,2010,64208.390446260215,954.7586549340036,397750.0,110.0,Alaska Balance of State CoC,632.0,558.0,74.0,378.0,254.0,10.00961368,21.70696019,32.94115149,36.2774805,9.11572291,1.5,815.0
AK-501,2011,66493.7596889068,990.7829961756104,404509.0,110.0,Alaska Balance of State CoC,905.0,678.0,227.0,492.0,413.0,10.10065593,21.94685272,33.61878415,36.4553612,9.142424464,7.0,883.0
AK-501,2012,66838.5769614572,1039.5475846257193,410868.0,110.0,Alaska Balance of State CoC,766.0,619.0,147.0,507.0,259.0,10.40901627,23.38596745,33.62886396,37.78425656,9.181873702,-12.8,876.0
AK-501,2013,67111.2718097183,1022.2122553907142,416225.0,110.0,Alaska Balance of State CoC,824.0,671.0,153.0,518.0,306.0,10.72106262,24.37778197,33.26935974,37.08477193,9.716490308,9.8,880.0
AK-501,2014,68261.53370130333,1035.9638202407236,421230.0,110.0,Alaska Balance of State CoC,761.0,669.0,92.0,473.0,288.0,10.76282209,24.48028997,33.31321835,37.87597944,9.372676137,18.4,826.0
AK-501,2015,68135.76849190795,1075.441596664843,433203.0,111.0,Alaska Balance of State CoC,748.0,610.0,138.0,505.0,243.0,11.30487436,24.09831867,34.22273942,39.50624736,9.382884704,7.1,841.0
AK-501,2016,69878.9845027833,1086.2347650791469,436530.0,111.0,Alaska Balance of State CoC,835.0,633.0,202.0,622.0,213.0,11.29513557,25.2002579,33.86407205,38.68130078,9.302432456,17.2,819.0
AK-501,2017,71597.67128014294,1109.834577173876,439365.0,111.0,Alaska Balance of State CoC,717.0,578.0,139.0,506.0,211.0,11.38251233,25.87698185,33.70019961,39.13140493,9.230670475,4.5,805.0
AK-501,2018,72545.64191104013,1128.830457485247,441435.0,111.0,Alaska Balance of State CoC,922.0,707.0,215.0,620.0,302.0,11.69109981,25.82024158,33.78497549,38.51803889,8.816790183,6.7,912.0
AK-501,2019,72739.93139507821,1130.4851693431217,442563.0,111.0,Alaska Balance of State CoC,796.0,620.0,176.0,585.0,211.0,11.61826962,25.51952173,33.38441662,37.96702279,8.351175719,7.5,845.0
AK-501,2020,73351.07357810564,1152.3760355895934,443950.0,115.0,Alaska Balance of State CoC,891.0,722.0,169.0,629.0,262.0,11.122751,24.75772283,33.21388593,37.6050636,8.725650515,-6.4,965.0
AK-501,2021,76165.7516440901,1189.115741682373,442494.0,115.0,Alaska Balance of State CoC,630.0,630.0,0.0,390.0,240.0,11.09337828,24.20528151,32.18248751,39.64376175,8.122204217,10.6,996.0
AK-501,2022,81170.2029846369,1242.3635075687505,443270.0,115.0,Alaska Balance of State CoC,826.0,594.0,232.0,584.0,242.0,10.87682208,22.93940713,32.16127398,38.11187399,7.361758827,2.6,1069.0
AK-501,2023,84524.69605136957,1292.3136614777757,444154.0,115.0,Alaska Balance of State CoC,854.0,721.0,133.0,595.0,259.0,10.87682208,22.93940713,32.16127398,38.11187399,7.361758827,10.9,1120.0
AL-500,2007,55818.98693608514,794.7988989140418,925450.0,224.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",2104.0,1240.0,864.0,1529.0,575.0,13.62247456,12.86266532,30.3561604,46.0467391,8.95239638,46.7,1303.0
AL-500,2008,55818.98693608514,794.7988989140418,925450.0,224.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",2104.0,1240.0,864.0,1529.0,575.0,13.62247456,12.86266532,30.3561604,46.0467391,8.95239638,43.0,1100.0
AL-500,2009,55818.98693608514,794.7988989140418,925450.0,224.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",2273.0,1069.0,1204.0,1645.0,628.0,13.62247456,12.86266532,30.3561604,46.0467391,8.95239638,45.3,1153.0
AL-500,2010,55818.98693608514,794.7988989140418,925450.0,224.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",2273.0,1069.0,1204.0,1645.0,628.0,13.62247456,12.86266532,30.3561604,46.0467391,8.95239638,40.0,1159.0
AL-500,2011,56574.935717092085,835.4646461718805,931554.0,224.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1950.0,1024.0,926.0,1445.0,505.0,14.07816532,12.94830742,30.4581561,47.35015538,8.879006321,41.1,1235.0
AL-500,2012,56397.43773093293,846.7809728871538,937231.0,224.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1707.0,1009.0,698.0,1222.0,485.0,14.93774103,13.05294852,31.23115464,47.89575885,9.377865124,50.1,1097.0
AL-500,2013,56201.713128519215,866.6080818831597,941439.0,224.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1469.0,960.0,509.0,1089.0,380.0,15.6211608,12.95888751,31.69771965,48.26240063,9.62340241,50.0,1188.0
AL-500,2014,56191.87295661226,893.1742830422621,945244.0,224.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1329.0,915.0,414.0,915.0,414.0,16.21325852,13.13218196,32.05862065,47.47139102,9.165389923,37.3,1065.0
AL-500,2015,56625.41824402691,896.7419223550747,948420.0,224.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1153.0,916.0,237.0,886.0,267.0,16.21467606,12.91932233,32.6487507,46.95568123,8.325702291,43.6,1054.0
AL-500,2016,58893.27974838775,904.6217598775986,951623.0,224.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1228.0,1032.0,196.0,927.0,301.0,15.51384441,13.12525644,32.66135826,45.72368421,7.335647185,43.0,1113.0
AL-500,2017,60926.32346893264,917.4805343423536,955118.0,224.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1092.0,875.0,217.0,932.0,160.0,15.17468912,13.51489857,32.77008684,45.31126474,6.857563232,52.4,986.0
AL-500,2018,63329.994172938015,927.9247823850576,958459.0,224.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",901.0,682.0,219.0,720.0,181.0,14.93735805,13.92174903,33.35508496,44.47367755,6.532686502,40.4,911.0
AL-500,2019,66377.86979724295,972.2789394662996,961101.0,224.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",981.0,655.0,326.0,805.0,176.0,13.91338833,13.82845451,33.25568537,43.67346594,5.86308477,46.5,827.0
AL-500,2020,68507.17662834295,922.4744722967464,963894.0,268.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",848.0,601.0,247.0,709.0,139.0,14.35147043,13.9934714,35.00549702,43.58017503,6.105854046,49.5,888.0
AL-500,2021,71943.6335034999,1004.3027429956228,983742.0,268.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",875.0,556.0,319.0,754.0,121.0,14.12022604,12.92276524,33.34055459,45.10667842,5.644219268,46.6,639.0
AL-500,2022,78465.78920639741,1098.8401315922663,987900.0,268.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",943.0,601.0,342.0,823.0,120.0,13.8890292,12.49993573,33.04852178,46.97985384,5.029725198,43.9,670.0
AL-500,2023,81971.33593707369,1109.9381054201588,989602.0,268.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",847.0,465.0,382.0,748.0,99.0,13.8890292,12.49993573,33.04852178,46.97985384,5.029725198,51.4,544.0
AL-501,2007,45278.507967851394,761.904693785709,584411.0,145.0,Mobile City & County/Baldwin County CoC,649.0,410.0,239.0,499.0,150.0,16.87623783,18.96892794,29.03206953,46.26320191,9.517718757,46.7,459.0
AL-501,2008,45278.507967851394,761.904693785709,584411.0,145.0,Mobile City & County/Baldwin County CoC,524.0,341.0,183.0,350.0,174.0,16.87623783,18.96892794,29.03206953,46.26320191,9.517718757,43.0,424.0
AL-501,2009,45278.507967851394,761.904693785709,584411.0,145.0,Mobile City & County/Baldwin County CoC,747.0,411.0,336.0,572.0,175.0,16.87623783,18.96892794,29.03206953,46.26320191,9.517718757,45.3,312.0
AL-501,2010,45278.507967851394,761.904693785709,584411.0,145.0,Mobile City & County/Baldwin County CoC,883.0,482.0,401.0,540.0,343.0,16.87623783,18.96892794,29.03206953,46.26320191,9.517718757,40.0,318.0
AL-501,2011,47191.72236091268,785.4167611513059,590043.0,145.0,Mobile City & County/Baldwin County CoC,718.0,407.0,311.0,542.0,176.0,16.87178667,18.58111637,29.4756165,47.98985549,9.517718757,41.1,415.0
AL-501,2012,47334.7928056515,800.4713302424927,595523.0,145.0,Mobile City & County/Baldwin County CoC,634.0,324.0,310.0,422.0,212.0,17.24898555,18.12998737,30.71677441,48.09382491,10.302505,50.1,379.0
AL-501,2013,46976.639394837934,802.185444992687,600302.0,145.0,Mobile City & County/Baldwin County CoC,493.0,260.0,233.0,343.0,150.0,17.77941782,19.0692526,31.86372567,49.50853595,11.14504863,50.0,381.0
AL-501,2014,47622.51635026848,845.0398463444858,605250.0,145.0,Mobile City & County/Baldwin County CoC,598.0,461.0,137.0,397.0,201.0,17.77073145,20.4434383,32.27415696,48.72392043,10.36117716,37.3,537.0
AL-501,2015,47396.31990639544,848.0143377116113,609372.0,145.0,Mobile City & County/Baldwin County CoC,578.0,364.0,214.0,470.0,108.0,17.20805167,20.60022887,32.31405586,48.51698426,9.15856353,43.6,484.0
AL-501,2016,48376.8652266777,866.4794420341447,613801.0,145.0,Mobile City & County/Baldwin County CoC,623.0,387.0,236.0,477.0,146.0,16.99165617,20.67180514,32.14288828,46.93038962,7.889118225,43.0,476.0
AL-501,2017,50594.31604952662,882.7448825296914,617688.0,145.0,Mobile City & County/Baldwin County CoC,606.0,341.0,265.0,426.0,180.0,16.49136012,21.45117882,31.47334793,46.41542969,6.784780694,52.4,526.0
AL-501,2018,52667.676621716666,912.5563373723036,622766.0,145.0,Mobile City & County/Baldwin County CoC,551.0,318.0,233.0,399.0,152.0,16.04087564,20.57920812,32.17797391,45.10618467,5.583988594,40.4,435.0
AL-501,2019,54117.79185222284,923.4062452148836,626944.0,145.0,Mobile City & County/Baldwin County CoC,505.0,303.0,202.0,329.0,176.0,15.64170135,19.73417429,31.8203973,44.30059405,5.280593395,46.5,394.0
AL-501,2020,57199.01275887048,908.6398003372,632266.0,177.0,Mobile City & County/Baldwin County CoC,631.0,267.0,364.0,470.0,161.0,15.25584834,19.29690837,32.74398062,45.67610501,5.247742813,49.5,396.0
AL-501,2021,59373.46759724566,952.848692093974,641751.0,177.0,Mobile City & County/Baldwin County CoC,219.0,219.0,0.0,103.0,116.0,14.91787473,17.852132,33.27535582,45.20335718,5.16042491,46.6,377.0
AL-501,2022,64023.2401737685,1017.1835537882088,647298.0,177.0,Mobile City & County/Baldwin County CoC,585.0,388.0,197.0,361.0,224.0,15.20199297,16.92092956,32.711198,47.47598719,5.10411395,43.9,467.0
AL-501,2023,67369.18941919165,1086.437318846682,653107.0,177.0,Mobile City & County/Baldwin County CoC,670.0,313.0,357.0,501.0,169.0,15.20199297,16.92092956,32.711198,47.47598719,5.10411395,51.4,394.0
AL-502,2007,38228.50546379604,520.3786049643666,267305.0,69.0,Florence/Northwest Alabama CoC,265.0,131.0,134.0,143.0,122.0,16.91728615,14.68880197,26.195234,39.76758279,8.823578456,46.7,174.0
AL-502,2008,38228.50546379604,520.3786049643666,267305.0,69.0,Florence/Northwest Alabama CoC,249.0,178.0,71.0,173.0,76.0,16.91728615,14.68880197,26.195234,39.76758279,8.823578456,43.0,261.0
AL-502,2009,38228.50546379604,520.3786049643666,267305.0,69.0,Florence/Northwest Alabama CoC,281.0,213.0,68.0,222.0,59.0,16.91728615,14.68880197,26.195234,39.76758279,8.823578456,45.3,245.0
AL-502,2010,38228.50546379604,520.3786049643666,267305.0,69.0,Florence/Northwest Alabama CoC,170.0,162.0,8.0,131.0,39.0,16.91728615,14.68880197,26.195234,39.76758279,8.823578456,40.0,287.0
AL-502,2011,38578.66291392459,556.3181755402344,267893.0,69.0,Florence/Northwest Alabama CoC,244.0,234.0,10.0,219.0,25.0,17.49392481,14.05982468,26.95789493,41.03943873,8.786718175,41.1,291.0
AL-502,2012,39500.152939551415,564.4629065495923,267864.0,69.0,Florence/Northwest Alabama CoC,192.0,188.0,4.0,162.0,30.0,18.15697518,14.35209615,27.0726818,40.44699569,9.623243669,50.1,250.0
AL-502,2013,39473.370209221895,579.8520096805277,267754.0,69.0,Florence/Northwest Alabama CoC,223.0,197.0,26.0,133.0,90.0,18.64061788,14.32961422,27.30993507,39.63897215,10.26002112,50.0,258.0
AL-502,2014,39933.320285402464,590.4081337459634,267552.0,69.0,Florence/Northwest Alabama CoC,209.0,189.0,20.0,132.0,77.0,19.1331031,14.57862346,27.54640691,40.01534561,9.507003605,37.3,266.0
AL-502,2015,39936.8611071565,594.214796304483,266918.0,69.0,Florence/Northwest Alabama CoC,245.0,214.0,31.0,158.0,87.0,18.73234477,14.99615945,27.80743732,37.64838517,8.63429165,43.6,264.0
AL-502,2016,41490.76749688293,597.3084468746714,266276.0,69.0,Florence/Northwest Alabama CoC,337.0,286.0,51.0,194.0,143.0,18.37127382,15.98472234,27.7800216,36.03597511,8.029888353,43.0,237.0
AL-502,2017,43630.32222038323,605.3278853170633,265846.0,69.0,Florence/Northwest Alabama CoC,155.0,133.0,22.0,155.0,0.0,17.31862317,16.72508724,27.71377223,35.95344551,7.059717926,52.4,237.0
AL-502,2018,44970.77722270953,632.5335029909687,265633.0,69.0,Florence/Northwest Alabama CoC,256.0,234.0,22.0,166.0,90.0,16.31707456,18.07679741,27.55130141,35.41049149,5.835615248,40.4,210.0
AL-502,2019,46027.6180956004,635.8095449734652,265501.0,69.0,Florence/Northwest Alabama CoC,390.0,189.0,201.0,383.0,7.0,16.2114819,18.18649162,28.08062255,33.96791517,5.070567467,46.5,189.0
AL-502,2020,48114.630807820606,626.0389563503853,265913.0,82.0,Florence/Northwest Alabama CoC,215.0,174.0,41.0,96.0,119.0,15.37898455,18.77105203,28.47034905,35.02669071,4.833482292,49.5,285.0
AL-502,2021,51449.74836747473,624.1741024838238,268296.0,82.0,Florence/Northwest Alabama CoC,183.0,149.0,34.0,183.0,0.0,15.46600025,18.34899411,30.15849138,34.03997577,4.400553106,46.6,246.0
AL-502,2022,55690.31634295804,703.4445219300849,269584.0,82.0,Florence/Northwest Alabama CoC,232.0,198.0,34.0,121.0,111.0,15.06821148,17.87341106,28.91253854,33.68883964,4.005989942,43.9,246.0
AL-502,2023,57877.605201129045,730.0311705680676,270672.0,82.0,Florence/Northwest Alabama CoC,195.0,163.0,32.0,112.0,83.0,15.06821148,17.87341106,28.91253854,33.68883964,4.005989942,51.4,302.0
AL-503,2007,56548.194207492015,670.2568887365547,519326.0,116.0,Huntsville/North Alabama CoC,830.0,756.0,74.0,761.0,69.0,13.14696267,10.32422495,28.88847474,40.2146838,9.061594047,46.7,858.0
AL-503,2008,56548.194207492015,670.2568887365547,519326.0,116.0,Huntsville/North Alabama CoC,714.0,637.0,77.0,596.0,118.0,13.14696267,10.32422495,28.88847474,40.2146838,9.061594047,43.0,740.0
AL-503,2009,56548.194207492015,670.2568887365547,519326.0,116.0,Huntsville/North Alabama CoC,664.0,574.0,90.0,578.0,86.0,13.14696267,10.32422495,28.88847474,40.2146838,9.061594047,45.3,631.0
AL-503,2010,56548.194207492015,670.2568887365547,519326.0,116.0,Huntsville/North Alabama CoC,819.0,645.0,174.0,678.0,141.0,13.14696267,10.32422495,28.88847474,40.2146838,9.061594047,40.0,679.0
AL-503,2011,58061.225295299046,696.0904694904933,528786.0,116.0,Huntsville/North Alabama CoC,656.0,481.0,175.0,489.0,167.0,13.28334565,10.62081682,29.31051918,40.40160088,9.026952272,41.1,571.0
AL-503,2012,58630.87262331939,786.6747204562035,537304.0,116.0,Huntsville/North Alabama CoC,607.0,432.0,175.0,448.0,159.0,13.26614686,10.43247531,29.56439062,41.37948544,9.909968213,50.1,581.0
AL-503,2013,59237.78857475708,789.043964161289,544216.0,116.0,Huntsville/North Alabama CoC,586.0,409.0,177.0,457.0,129.0,13.4410939,10.33788496,29.24235234,40.57784321,10.33900516,50.0,559.0
AL-503,2014,59067.67804922383,754.1696204602465,550140.0,116.0,Huntsville/North Alabama CoC,536.0,499.0,37.0,386.0,150.0,14.05709622,10.2841672,30.41585413,41.61951626,9.879624965,37.3,534.0
AL-503,2015,59078.8715040115,801.3218930902709,555029.0,116.0,Huntsville/North Alabama CoC,420.0,357.0,63.0,300.0,120.0,14.31226766,9.896319359,30.86747356,41.76046756,8.861227923,43.6,532.0
AL-503,2016,60757.29764820422,848.5472047303875,559785.0,116.0,Huntsville/North Alabama CoC,385.0,298.0,87.0,283.0,102.0,13.74283,9.772156755,30.27095975,41.35419847,7.743075291,43.0,466.0
AL-503,2017,62091.12127857605,832.547296854086,564065.0,116.0,Huntsville/North Alabama CoC,436.0,337.0,99.0,327.0,109.0,14.15514172,9.875122551,30.46578626,41.92967592,6.595828817,52.4,487.0
AL-503,2018,64725.75231072746,860.9764609449322,569734.0,116.0,Huntsville/North Alabama CoC,424.0,308.0,116.0,336.0,88.0,13.45903344,9.942980643,30.3806156,41.53588366,5.902165428,40.4,531.0
AL-503,2019,67673.7626549766,879.1618663834396,576216.0,116.0,Huntsville/North Alabama CoC,464.0,377.0,87.0,340.0,124.0,13.02871403,9.625950928,31.24125552,40.59456991,5.229010298,46.5,551.0
AL-503,2020,69583.38841254266,914.6643719850194,583959.0,149.0,Huntsville/North Alabama CoC,561.0,406.0,155.0,418.0,143.0,13.12737681,9.419347044,32.96586042,40.21350098,4.990126776,49.5,572.0
AL-503,2021,75225.92281517028,933.4483014122718,605974.0,149.0,Huntsville/North Alabama CoC,300.0,300.0,0.0,200.0,100.0,12.62978197,8.777473334,33.38595067,39.92796692,4.801821882,46.6,499.0
AL-503,2022,82194.4461141307,1021.3379518443254,617082.0,149.0,Huntsville/North Alabama CoC,549.0,318.0,231.0,409.0,140.0,12.08929581,8.535225717,32.77174996,39.78050574,4.611432674,43.9,553.0
AL-503,2023,86618.00414031894,1108.8352815003166,628454.0,149.0,Huntsville/North Alabama CoC,646.0,397.0,249.0,461.0,185.0,12.08929581,8.535225717,32.77174996,39.78050574,4.611432674,51.4,429.0
AL-504,2007,48980.1049683205,743.9373959635836,381477.0,99.0,Montgomery City & County CoC,456.0,331.0,125.0,392.0,64.0,16.22296899,12.29990179,31.57102764,46.54725221,8.91661796,46.7,429.0
AL-504,2008,48980.1049683205,743.9373959635836,381477.0,99.0,Montgomery City & County CoC,444.0,327.0,117.0,370.0,74.0,16.22296899,12.29990179,31.57102764,46.54725221,8.91661796,43.0,417.0
AL-504,2009,48980.1049683205,743.9373959635836,381477.0,99.0,Montgomery City & County CoC,377.0,263.0,114.0,305.0,72.0,16.22296899,12.29990179,31.57102764,46.54725221,8.91661796,45.3,345.0
AL-504,2010,48980.1049683205,743.9373959635836,381477.0,99.0,Montgomery City & County CoC,444.0,294.0,150.0,376.0,68.0,16.22296899,12.29990179,31.57102764,46.54725221,8.91661796,40.0,384.0
AL-504,2011,49676.35260288744,783.472637580449,383939.0,99.0,Montgomery City & County CoC,433.0,287.0,146.0,333.0,100.0,16.75161454,12.85160722,31.73577404,48.18946436,8.932527025,41.1,375.0
AL-504,2012,49607.2516743258,795.3221114798679,385379.0,99.0,Montgomery City & County CoC,487.0,343.0,144.0,383.0,104.0,17.16761462,12.87410782,32.23640636,49.64854986,9.066189624,50.1,413.0
AL-504,2013,49486.11402594304,807.9810069136494,385614.0,99.0,Montgomery City & County CoC,515.0,399.0,116.0,446.0,69.0,17.97928361,12.90077218,33.36779891,49.23160672,9.404239602,50.0,458.0
AL-504,2014,49281.17745997854,827.4981032240009,385918.0,99.0,Montgomery City & County CoC,490.0,409.0,81.0,365.0,125.0,18.42202996,12.85875951,34.32781178,47.10735486,9.259609501,37.3,463.0
AL-504,2015,49026.38376882415,825.7631853338936,385542.0,99.0,Montgomery City & County CoC,441.0,373.0,68.0,333.0,108.0,19.02574827,13.03529046,35.11153886,47.09153206,8.905873789,43.6,414.0
AL-504,2016,50055.3336930939,846.7411414379153,384515.0,99.0,Montgomery City & County CoC,367.0,293.0,74.0,285.0,82.0,18.29204367,12.59891537,35.83834427,46.55162529,7.948235716,43.0,422.0
AL-504,2017,52189.227735458415,872.6992512728361,383985.0,99.0,Montgomery City & County CoC,377.0,314.0,63.0,284.0,93.0,18.20896547,13.28848071,35.81154125,46.66794039,7.343242278,52.4,393.0
AL-504,2018,54463.2540025681,898.38142058285,383941.0,99.0,Montgomery City & County CoC,369.0,300.0,69.0,272.0,97.0,18.23653071,13.71393094,35.51638833,46.56749248,6.922617184,40.4,360.0
AL-504,2019,55836.68184850127,909.5490812731896,383792.0,99.0,Montgomery City & County CoC,330.0,273.0,57.0,228.0,102.0,17.24871396,13.8876762,35.65292275,46.09151294,5.887142741,46.5,356.0
AL-504,2020,57528.70071275002,924.230954459574,383725.0,116.0,Montgomery City & County CoC,351.0,275.0,76.0,285.0,66.0,17.51872532,14.58744638,37.28550609,46.25730257,5.988521723,49.5,356.0
AL-504,2021,60195.76044911521,899.2247802883265,395177.0,116.0,Montgomery City & County CoC,215.0,215.0,0.0,155.0,60.0,17.98651119,15.30179445,38.69976246,45.89303859,6.12239428,46.6,322.0
AL-504,2022,65249.23402047242,985.6315014124152,395068.0,116.0,Montgomery City & County CoC,278.0,232.0,46.0,235.0,43.0,16.83220789,13.99398469,37.07375278,44.81306803,5.909362143,43.9,286.0
AL-504,2023,66794.82585577108,1046.0019351607325,395316.0,116.0,Montgomery City & County CoC,345.0,218.0,127.0,258.0,87.0,16.83220789,13.99398469,37.07375278,44.81306803,5.909362143,51.4,237.0
AL-506,2007,45605.46814385311,789.9064678677435,188331.0,47.0,Tuscaloosa City & County CoC,345.0,332.0,13.0,294.0,51.0,18.97025309,16.35998164,36.60099691,50.80658236,7.3064509,46.7,317.0
AL-506,2008,45605.46814385311,789.9064678677435,188331.0,47.0,Tuscaloosa City & County CoC,196.0,192.0,4.0,170.0,26.0,18.97025309,16.35998164,36.60099691,50.80658236,7.3064509,43.0,329.0
AL-506,2009,45605.46814385311,789.9064678677435,188331.0,47.0,Tuscaloosa City & County CoC,270.0,261.0,9.0,202.0,68.0,18.97025309,16.35998164,36.60099691,50.80658236,7.3064509,45.3,329.0
AL-506,2010,45605.46814385311,789.9064678677435,188331.0,47.0,Tuscaloosa City & County CoC,278.0,263.0,15.0,271.0,7.0,18.97025309,16.35998164,36.60099691,50.80658236,7.3064509,40.0,341.0
AL-506,2011,46905.102564638175,825.4611805377855,191489.0,47.0,Tuscaloosa City & County CoC,265.0,236.0,29.0,257.0,8.0,19.17082928,18.03858246,36.35915882,50.88050573,7.3064509,41.1,339.0
AL-506,2012,47338.40632367931,815.5891204299526,194254.0,47.0,Tuscaloosa City & County CoC,152.0,128.0,24.0,99.0,53.0,18.2729828,19.99175403,35.99876323,49.22290389,7.975874186,50.1,161.0
AL-506,2013,48263.54864752266,793.3374131203511,196824.0,47.0,Tuscaloosa City & County CoC,99.0,95.0,4.0,72.0,27.0,18.1339318,20.49645812,36.13860645,49.51311482,8.16031424,50.0,154.0
