CoC_Number,Year,weighted median income,weighted median rent,total population,CoC Name,Overall Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Overall Homeless People in Families,Poverty_Rate,Vacancy_Rate,Renter_Household_Rate,Cost_Burdened_Rate,Unemployment_Rate,Average Temperature,"Beds (ES, TH, SH)"
FL-519,2022,72688.33469486711,1458.7544443097552,569211.0,Pasco County CoC,1.0347656668616736,0.4427180781819044,0.592047588679769,0.8081361744590319,0.22662949240264155,11.67255095,13.90717772,25.66595381,50.01695006,5.386719314,57.6,355.0
FL-519,2023,78200.039630884,1569.2381827508077,588758.0,Pasco County CoC,1.1549736903787295,0.4399090967766043,0.7150645936021252,0.9256774430241287,0.2292962473546007,11.67255095,13.90717772,25.66595381,50.01695006,5.386719314,61.8,343.0
FL-520,2007,44423.401921331424,872.9039610215151,688585.0,"Citrus, Hernando, Lake, Sumter Counties CoC",2.9320998859980976,0.27883267860903155,2.653267207389066,1.2271542365866235,1.7049456494114743,11.90908911,18.22523154,17.95195401,51.07078999,12.01210752,61.3,283.0
FL-520,2008,44423.401921331424,872.9039610215151,688585.0,"Citrus, Hernando, Lake, Sumter Counties CoC",1.6032879020019315,0.3136867634351605,1.289601138566771,0.851020571171315,0.7522673308306164,11.90908911,18.22523154,17.95195401,51.07078999,12.01210752,58.3,281.0
FL-520,2009,44423.401921331424,872.9039610215151,688585.0,"Citrus, Hernando, Lake, Sumter Counties CoC",1.4885598727825904,0.34273183412360125,1.145828038658989,0.8292367681549845,0.6593231046276059,11.90908911,18.22523154,17.95195401,51.07078999,12.01210752,57.2,344.0
FL-520,2010,44423.401921331424,872.9039610215151,688585.0,"Citrus, Hernando, Lake, Sumter Counties CoC",2.0113711451745244,0.4284147926545016,1.582956352520023,1.398520153648424,0.6128509915261007,11.90908911,18.22523154,17.95195401,51.07078999,12.01210752,52.5,388.0
FL-520,2011,45199.88761102076,903.6545936736944,699081.0,"Citrus, Hernando, Lake, Sumter Counties CoC",2.4532207283562277,0.4720483034154841,1.9811724249407439,1.7050956899129,0.7481250384433277,12.6092768,18.92116328,18.81689795,50.66600226,12.0140372,54.9,435.0
FL-520,2012,44609.09028029651,936.480068685678,705824.0,"Citrus, Hernando, Lake, Sumter Counties CoC",2.533209411978057,0.5709638663462846,1.962245545631772,1.7383937072131297,0.7948157047649272,13.93948337,19.83100275,19.22621033,52.25007383,13.51648792,59.3,433.0
FL-520,2013,44314.97065393704,940.5683782630904,712668.0,"Citrus, Hernando, Lake, Sumter Counties CoC",0.9948531433991705,0.425162908956204,0.5696902344429664,0.6145919277980771,0.3802612156010934,14.35948456,19.65200994,20.10042377,52.5734084,14.08999328,64.0,339.0
FL-520,2014,44623.91207854007,954.17331620242,722281.0,"Citrus, Hernando, Lake, Sumter Counties CoC",0.7074808834788676,0.42919583929246374,0.27828504418640393,0.4804224394660804,0.22705844401278727,14.61591961,19.67153795,20.61863762,52.72017081,12.6831002,54.5,316.0
FL-520,2015,45172.05344875771,939.8505395180804,733525.0,"Citrus, Hernando, Lake, Sumter Counties CoC",0.9965577178691932,0.3639957738318394,0.6325619440373539,0.6625541051770559,0.3340036126921373,14.55701611,19.21695362,21.18244797,50.48859935,11.3210738,58.6,327.0
FL-520,2016,46367.201854561245,965.9580345391988,748425.0,"Citrus, Hernando, Lake, Sumter Counties CoC",0.7950028392958547,0.40485018538931755,0.39015265390653703,0.55316163944283,0.24184119985302469,14.30771566,18.7139614,21.23879144,50.9862294,9.635294373,56.9,392.0
FL-520,2017,48201.60210796269,978.3641206256564,763486.0,"Citrus, Hernando, Lake, Sumter Counties CoC",0.8317113869802458,0.36935844272193596,0.4623529442583099,0.5815430800302821,0.2501683069499637,13.51071687,17.70487131,21.63313718,50.11478975,8.05481741,62.8,398.0
FL-520,2018,50155.03242369692,1045.6696068754602,782144.0,"Citrus, Hernando, Lake, Sumter Counties CoC",0.9090397676131249,0.5740630881269945,0.3349766794861304,0.5446567384011128,0.3643830292120121,13.10184177,17.22661693,21.18624539,50.60577678,6.980441276,55.0,408.0
FL-520,2019,52574.06860977102,1081.248298527031,802393.0,"Citrus, Hernando, Lake, Sumter Counties CoC",0.843726203992308,0.43121014266076596,0.41251606133154206,0.6218897722188503,0.22183643177345763,12.6040623,16.38706904,21.09401945,51.05089482,6.047617926,58.4,366.0
FL-520,2020,54793.48674958257,952.1273082888016,824691.0,"Citrus, Hernando, Lake, Sumter Counties CoC",0.8524404898319492,0.3383085301040026,0.5141319597279466,0.6341769220229152,0.21826356780903394,13.15203359,15.1095111,22.64931711,51.66180758,6.742997961,61.8,355.0
FL-520,2021,58831.30703323449,1033.8416819271984,846410.0,"Citrus, Hernando, Lake, Sumter Counties CoC",0.7537718127148781,0.369797143228459,0.3839746694864191,0.5281128531090135,0.22565895960586477,12.65664287,14.79077385,22.67029552,50.6760729,6.6266571,58.7,344.0
FL-520,2022,65462.38041139404,1131.840987759275,870455.0,"Citrus, Hernando, Lake, Sumter Counties CoC",0.8558742266975318,0.48250627545364205,0.3733679512438897,0.5744122326829072,0.2814619940146245,11.65727466,14.30532986,21.17756514,50.10830435,5.951956685,57.6,341.0
FL-520,2023,69370.28296243907,1206.683169034745,896437.0,"Citrus, Hernando, Lake, Sumter Counties CoC",0.7239772566281847,0.36031533727411963,0.36366191935406506,0.5254133865514252,0.19856387007675944,11.65727466,14.30532986,21.17756514,50.10830435,5.951956685,61.8,354.0
FL-600,2007,49620.56330324552,1089.076453484084,2440412.0,Miami-Dade County CoC,1.7996961168851815,1.2342178287928431,0.5654782880923385,1.296092626982657,0.5036034899025246,17.34926265,15.31611706,43.06447951,61.32539255,10.01923689,61.3,3233.0
FL-600,2008,49620.56330324552,1089.076453484084,2440412.0,Miami-Dade County CoC,1.8742736882133018,1.322317707010128,0.5519559812031739,1.3735385664387816,0.5007351217745201,17.34926265,15.31611706,43.06447951,61.32539255,10.01923689,58.3,3302.0
FL-600,2009,49620.56330324552,1089.076453484084,2440412.0,Miami-Dade County CoC,1.775519871234857,1.3682115970582018,0.40730827417665544,1.2387252644225648,0.5367946068122923,17.34926265,15.31611706,43.06447951,61.32539255,10.01923689,57.2,3338.0
FL-600,2010,49620.56330324552,1089.076453484084,2440412.0,Miami-Dade County CoC,1.5894857097899862,1.2784726513392002,0.31101305845078614,1.0498227348496894,0.539662974940297,17.34926265,15.31611706,43.06447951,61.32539255,10.01923689,52.5,3568.0
FL-600,2011,50030.95682509962,1108.881241084021,2469583.0,Miami-Dade County CoC,1.5456050677381568,1.226117931650809,0.3194871360873475,0.9993590010945168,0.5462460666436398,18.39513779,15.91354403,43.9409927,61.82138149,10.0356159,54.9,3378.0
FL-600,2012,49215.00475495621,1122.61618607835,2506858.0,Miami-Dade County CoC,1.5860491499717972,1.2397989834286585,0.34625016654313884,1.0040457018307378,0.5820034481410594,19.64314888,16.15972873,44.68512646,61.56877038,11.47133397,59.3,3458.0
FL-600,2013,48790.57057448292,1132.984197228402,2543731.0,Miami-Dade County CoC,1.4946548986508401,1.1648244252242081,0.32983047342663196,0.9769114737368063,0.5177434249140337,20.2831065,16.11647464,45.61197215,61.32086322,12.04938369,64.0,3413.0
FL-600,2014,48833.90742366794,1145.021549477185,2595469.0,Miami-Dade County CoC,1.601252028053504,1.2776110984180509,0.32364092963545316,1.0961410057296004,0.5051110223239037,20.94515835,15.78510338,46.64491494,61.98766835,11.45929665,54.5,3649.0
FL-600,2015,49176.920619615725,1240.1518726894003,2633245.0,Miami-Dade County CoC,1.5767617521347235,1.1943438609016632,0.38241789123306036,1.0329460418608978,0.5438157102738257,20.64190895,15.94745313,47.27432084,61.99247422,10.08712132,58.6,3554.0
FL-600,2016,50550.07854344088,1290.0367705609826,2658567.0,Miami-Dade County CoC,1.5929634272899649,1.2235915062513,0.36937192103866484,1.1968853897607246,0.39607803752924037,19.90437574,15.14699118,48.00511608,61.57249049,8.596020816,56.9,3537.0
FL-600,2017,52224.39131255363,1338.8762520736573,2696926.0,Miami-Dade County CoC,1.3797189837615123,1.0048477414656538,0.37487124229585833,0.9440377674433782,0.43568121631813406,19.01114495,15.14844121,48.38691498,61.44282429,7.36975226,62.8,3009.0
FL-600,2018,54842.84722446699,1389.527745735981,2710002.0,Miami-Dade County CoC,1.2974160166671465,0.9173424964262019,0.3800735202409445,0.8948332879459129,0.40258272872123346,18.1490746,14.51411029,49.25923365,61.14002178,6.293070222,55.0,2683.0
FL-600,2019,57662.2148377217,1454.049365643591,2693675.0,Miami-Dade County CoC,1.2889453998719222,0.9147354450703964,0.3742099548015258,0.8583069598225472,0.4306384400493749,17.3037762,13.82142962,49.97013132,60.63937147,5.355631973,58.4,2659.0
FL-600,2020,60915.91644128034,1462.4767111509711,2698330.0,Miami-Dade County CoC,1.3193345513706627,0.9413229664273829,0.37801158494327974,0.8379256799576035,0.48140887141305916,16.42252021,13.24840301,50.96469996,60.46875201,5.324610798,61.8,2709.0
FL-600,2021,64936.77650763144,1537.179814650664,2682718.0,Miami-Dade County CoC,1.2017662683889996,0.8692676606337304,0.33249860775526907,0.8249096625139132,0.3768566058750864,16.00838734,13.067638,50.76213604,59.92583541,5.368462487,58.7,3023.0
FL-600,2022,70702.12255161826,1662.2010352565478,2680495.0,Miami-Dade County CoC,1.2221623244960353,0.860288864556733,0.36187345993930226,0.8289513690568346,0.3932109554392006,15.51232931,12.1989523,50.89279833,59.86305325,4.822217179,57.6,2822.0
FL-600,2023,74573.69769545834,1743.1136866129643,2677105.0,Miami-Dade County CoC,1.3660278547161953,0.9708248275655978,0.39520302715059735,0.9106852364774636,0.4553426182387318,15.51232931,12.1989523,50.89279833,59.86305325,4.822217179,61.8,2865.0
FL-601,2007,58634.19692481399,1107.9458688144375,1734139.0,Ft Lauderdale/Broward County CoC,1.8187700063259058,1.4145348210264577,0.40423518529944835,1.4133815109400112,0.40538849538589466,13.07393441,17.94037897,32.5960067,57.21816768,10.78154752,61.3,2602.0
FL-601,2008,58634.19692481399,1107.9458688144375,1734139.0,Ft Lauderdale/Broward County CoC,1.8187700063259058,1.4145348210264577,0.40423518529944835,1.4133815109400112,0.40538849538589466,13.07393441,17.94037897,32.5960067,57.21816768,10.78154752,58.3,2417.0
FL-601,2009,58634.19692481399,1107.9458688144375,1734139.0,Ft Lauderdale/Broward County CoC,1.8597125143947515,1.3983884798162085,0.46132403457854304,1.4848867362996852,0.37482577809506623,13.07393441,17.94037897,32.5960067,57.21816768,10.78154752,57.2,2307.0
FL-601,2010,58634.19692481399,1107.9458688144375,1734139.0,Ft Lauderdale/Broward County CoC,1.8597125143947515,1.3983884798162085,0.46132403457854304,1.4848867362996852,0.37482577809506623,13.07393441,17.94037897,32.5960067,57.21816768,10.78154752,52.5,2307.0
FL-601,2011,58748.017100915495,1115.2565051216638,1742012.0,Ft Lauderdale/Broward County CoC,2.181959710954919,1.4540657584448329,0.727893952510086,1.8639366433755908,0.31802306757932786,13.7953289,18.60641296,33.90035171,58.41671243,10.86425142,54.9,2729.0
FL-601,2012,58568.87606023406,1126.8164073296546,1761993.0,Ft Lauderdale/Broward County CoC,1.8064770972415896,1.0868374618968406,0.7196396353447488,1.4909253328475198,0.3155517643940696,14.29860724,18.49274959,34.91667213,58.37052418,11.78364694,59.3,2178.0
FL-601,2013,58135.34699860888,1126.0738695795649,1784889.0,Ft Lauderdale/Broward County CoC,1.5743275912395671,1.1098729388774315,0.4644546523621357,1.0644919656068248,0.5098356256327424,15.12818293,18.87028143,36.20887264,58.74832865,12.35519684,64.0,2172.0
FL-601,2014,58849.53139947853,1138.8527562581637,1815269.0,Ft Lauderdale/Broward County CoC,1.5237411094443853,1.0395153555753995,0.4842257538689858,1.1171897939093323,0.40655131553505297,15.64598136,18.60701684,37.6776127,57.79119849,11.64592179,54.5,2026.0
FL-601,2015,59177.70762856238,1348.8661835811697,1843152.0,Ft Lauderdale/Broward County CoC,1.418765245622716,0.974417736573001,0.4443475090497149,1.1388100384558626,0.2799552071668533,14.61663725,17.76291509,37.02039295,57.78268159,10.10680455,58.6,1956.0
FL-601,2016,60246.78749476869,1398.8928816705834,1863780.0,Ft Lauderdale/Broward County CoC,1.235124317247744,0.8155468993121505,0.4195774179355933,0.9893871594286879,0.2457371578190559,14.42542694,17.68814468,37.66160129,57.51826863,8.765255854,56.9,1709.0
FL-601,2017,62342.39432960787,1434.0775919162766,1890416.0,Ft Lauderdale/Broward County CoC,1.296011036724192,0.7897732562568239,0.506237780467368,1.0775406048192566,0.2184704319049352,14.0506224,17.31172343,38.52327767,57.73233566,7.746504048,62.8,1669.0
FL-601,2018,65193.37933196484,1503.5693886968606,1909151.0,Ft Lauderdale/Broward County CoC,1.2141522593026952,0.7589761103233846,0.45517614897931075,0.9721598763010364,0.24199238300165885,13.53738127,16.87216401,38.56269985,57.96511854,6.669568767,55.0,1639.0
FL-601,2019,67873.70361410131,1541.0995335387458,1926205.0,Ft Lauderdale/Broward County CoC,1.4551929830936998,0.754333001939046,0.7008599811546538,1.2153431228763294,0.23984986021737043,13.16474914,16.12693895,38.71040014,58.80310221,6.132686957,58.4,1607.0
FL-601,2020,69818.68411289247,1515.6309077045296,1942273.0,Ft Lauderdale/Broward County CoC,1.1383569662967048,0.6317340559231375,0.5066229103735674,0.9143925699425364,0.22396439635416854,13.01405439,14.79828427,38.648625,59.1401351,5.985697316,61.8,1341.0
FL-601,2021,73816.77348283917,1553.2655427538484,1934551.0,Ft Lauderdale/Broward County CoC,1.3238213931811567,0.41043115430919114,0.9133902388719657,0.2403658523347278,0.17006530197446332,12.9040683,14.97585215,39.28581553,59.40387617,6.149087948,58.7,1211.0
FL-601,2022,79680.1957636301,1744.9185648771424,1940907.0,Ft Lauderdale/Broward County CoC,1.0582681189773646,0.42557422895584385,0.6326938900215208,0.8516636809491644,0.20660443802820022,12.91468926,14.19497453,39.00352511,60.48094765,5.870703739,57.6,1310.0
FL-601,2023,84217.76552660746,1850.83756044698,1946127.0,Ft Lauderdale/Broward County CoC,1.2779227666025907,0.4434448522629818,0.8344779143396088,1.0641648772151047,0.21375788938748602,12.91468926,14.19497453,39.00352511,60.48094765,5.870703739,61.8,1159.0
FL-602,2007,46274.58051886941,958.4783888069768,159385.0,Punta Gorda/Charlotte County CoC,4.580104777739436,2.823352260250337,1.7567525174890988,3.9840637450199203,0.5960410327195156,10.54433214,27.58777084,19.21992883,54.15494001,13.09182438,61.3,142.0
FL-602,2008,46274.58051886941,958.4783888069768,159385.0,Punta Gorda/Charlotte County CoC,4.580104777739436,2.823352260250337,1.7567525174890988,3.9840637450199203,0.5960410327195156,10.54433214,27.58777084,19.21992883,54.15494001,13.09182438,58.3,150.0
FL-602,2009,46274.58051886941,958.4783888069768,159385.0,Punta Gorda/Charlotte County CoC,3.3942968284342943,2.4720017567525177,0.9222950716817768,2.7417887505097718,0.6525080779245224,10.54433214,27.58777084,19.21992883,54.15494001,13.09182438,57.2,161.0
FL-602,2010,46274.58051886941,958.4783888069768,159385.0,Punta Gorda/Charlotte County CoC,2.359067666342504,1.267371459045707,1.091696207296797,1.788123098158547,0.5709445681839571,10.54433214,27.58777084,19.21992883,54.15494001,13.09182438,52.5,217.0
FL-602,2011,46649.586289390674,953.071207720416,160095.0,Punta Gorda/Charlotte County CoC,5.171929167057059,1.19928792279584,3.9726412442612196,4.60976295324651,0.56216621381055,11.31669453,28.86706202,20.02026342,51.6194332,12.99568863,54.9,188.0
FL-602,2012,45990.29135802469,943.1674647711684,160380.0,Punta Gorda/Charlotte County CoC,4.713804713804714,1.3156253896994639,3.39817932410525,3.6413517894999377,1.0724529243047762,11.66167851,29.22751596,20.48620366,50.77376061,13.71833808,59.3,220.0
FL-602,2013,45451.40696073812,945.6104752101986,161276.0,Punta Gorda/Charlotte County CoC,3.552915498896302,1.153302413254297,2.399613085642005,2.660036211215556,0.8928792876807461,12.61520664,29.77489523,21.46077416,51.34271534,13.78426186,64.0,235.0
FL-602,2014,45339.29509472819,956.8133017879144,163151.0,Punta Gorda/Charlotte County CoC,3.132067838995777,1.2442461278202401,1.8878217111755367,1.6242621865633677,1.5078056524324093,12.46881723,29.72592835,21.34943903,50.00990295,12.58698941,54.5,232.0
FL-602,2015,45580.8525844025,955.5165547734086,165783.0,Punta Gorda/Charlotte County CoC,3.3899736402405556,0.977181013734822,2.4127926265057336,1.8880102302407362,1.5019634099998191,11.91919557,28.99253916,22.03991316,48.9676075,10.75979235,58.6,200.0
FL-602,2016,45884.25513728912,984.910570495514,169642.0,Punta Gorda/Charlotte County CoC,2.2871694509614366,0.789898727909362,1.4972707230520743,1.314532957640207,0.9726364933212294,12.09075583,27.80699681,21.89115813,50.43624579,10.08897886,56.9,143.0
FL-602,2017,47961.37546468402,1033.1064212981134,173236.0,Punta Gorda/Charlotte County CoC,1.2814888360386987,0.5137500288623612,0.7677388071763375,0.9524579186774111,0.3290309173612875,11.70311021,27.05417068,21.78302441,52.70353114,8.880004939,62.8,90.0
FL-602,2018,49859.714456864494,1071.5458085152077,176954.0,Punta Gorda/Charlotte County CoC,0.9267945341727228,0.44079252235044136,0.48600201182228153,0.7346542039174022,0.19214033025532057,10.93349246,26.30769382,20.46080976,53.69474235,7.374703873,55.0,90.0
FL-602,2019,53038.19819735236,1162.712437937338,181067.0,Punta Gorda/Charlotte County CoC,0.8615595332114632,0.49153075933218093,0.3700287738792823,0.7234890951968056,0.13807043801465757,11.0981295,26.31658733,20.71623531,54.55508475,6.017222987,58.4,90.0
FL-602,2020,53952.27818594495,1111.5366274754472,185926.0,Punta Gorda/Charlotte County CoC,0.9089637812893302,0.5001990039047792,0.4087647773845508,0.7368522960747824,0.17211148521454772,10.79915967,25.13825101,19.20481894,54.8714234,5.922694297,61.8,90.0
FL-602,2021,59036.99407586143,1156.1753274506727,184837.0,Punta Gorda/Charlotte County CoC,0.8331665196903217,0.5031460151376619,0.3300205045526599,0.6600410091053198,0.17312551058500192,10.34102521,23.96032679,18.22780929,54.68180544,5.232928197,58.7,61.0
FL-602,2022,64081.78521853607,1288.72588730911,189900.0,Punta Gorda/Charlotte County CoC,0.7793575566087415,0.5687203791469194,0.21063717746182203,0.5371248025276462,0.2422327540810953,10.55165077,24.22061646,18.5619226,55.41556453,5.705552725,57.6,115.0
FL-602,2023,69772.37086778448,1334.5156881942555,195083.0,Punta Gorda/Charlotte County CoC,2.1888119415838387,0.9893224935027655,1.1994894480810732,1.691587683191257,0.4972242583925816,10.55165077,24.22061646,18.5619226,55.41556453,5.705552725,61.8,199.0
FL-603,2007,52805.03560443488,985.2625651275416,604391.0,"Ft Myers, Cape Coral/Lee County CoC",3.941157297180137,0.7164236396637276,3.224733657516409,3.2396246800498356,0.7015326171303015,12.24025521,30.7216501,25.93334057,53.05937908,12.06885857,61.3,433.0
FL-603,2008,52805.03560443488,985.2625651275416,604391.0,"Ft Myers, Cape Coral/Lee County CoC",1.4874476952833513,0.6386594108780574,0.848788284405294,1.4014106762013332,0.0860370190820181,12.24025521,30.7216501,25.93334057,53.05937908,12.06885857,58.3,423.0
FL-603,2009,52805.03560443488,985.2625651275416,604391.0,"Ft Myers, Cape Coral/Lee County CoC",1.540393553179978,0.8520974005238331,0.6882961526561449,1.363355840838133,0.17703771234184493,12.24025521,30.7216501,25.93334057,53.05937908,12.06885857,57.2,480.0
FL-603,2010,52805.03560443488,985.2625651275416,604391.0,"Ft Myers, Cape Coral/Lee County CoC",1.5619028079504824,0.7627512653232759,0.7991515426272066,1.1912818026740966,0.37062100527638564,12.24025521,30.7216501,25.93334057,53.05937908,12.06885857,52.5,453.0
FL-603,2011,52144.67640734743,984.7629666403524,614365.0,"Ft Myers, Cape Coral/Lee County CoC",1.577238286686253,0.8350085047162517,0.7422297819700016,1.2207726677138184,0.35646561897243495,13.7091572,32.6290648,26.80619241,53.79379476,12.01018752,54.9,520.0
FL-603,2012,51079.12262060016,987.7842334847328,622636.0,"Ft Myers, Cape Coral/Lee County CoC",1.254344432381038,0.6584906751296102,0.5958537572514279,1.0230696586769799,0.23127477370405825,14.54613952,33.15765366,28.20970761,52.07390763,13.28243298,59.3,520.0
FL-603,2013,49910.40991129124,990.9323651032512,632632.0,"Ft Myers, Cape Coral/Lee County CoC",1.3404317201785556,0.7144753980197018,0.6259563221588539,1.1049077504773708,0.2355239697011849,15.4735153,33.78082501,29.39700205,52.10093778,13.57744458,64.0,526.0
FL-603,2014,50062.27873216743,971.5812570908512,646079.0,"Ft Myers, Cape Coral/Lee County CoC",1.3481323491399657,0.6609098887287778,0.6872224604111882,1.0834588339816027,0.264673515158363,16.08054538,32.4635736,31.07779237,50.7580171,12.00476385,54.5,486.0
FL-603,2015,50629.78056611923,984.32472867538,662122.0,"Ft Myers, Cape Coral/Lee County CoC",0.9273215510132574,0.45308870570680326,0.4742328453064541,0.7853537565584591,0.14196779445479837,16.11631743,31.07852439,31.41260263,49.72970136,10.22290599,58.6,339.0
FL-603,2016,52585.06117900601,1039.7500463700358,679318.0,"Ft Myers, Cape Coral/Lee County CoC",0.6462363723616922,0.37684854515852667,0.2693878272031655,0.45634003515290333,0.18989633720878882,15.56630762,30.04407168,31.39353615,48.95182758,8.549811874,56.9,304.0
FL-603,2017,54342.25947519361,1094.4765094232914,698429.0,"Ft Myers, Cape Coral/Lee County CoC",0.6170992327065458,0.3493554820890885,0.26774375061745714,0.45387576976328303,0.16322346294326265,14.91809172,29.39530706,30.62679019,47.97925723,7.163497697,62.8,286.0
FL-603,2018,57123.906398547166,1164.833408188087,716944.0,"Ft Myers, Cape Coral/Lee County CoC",1.0154210091722646,0.7308799571514651,0.2845410520207994,0.5900042402195987,0.4254167689526658,14.07367282,27.89861354,30.0869545,48.09281341,6.038563342,55.0,286.0
FL-603,2019,60608.97530184669,1248.527962609608,735804.0,"Ft Myers, Cape Coral/Lee County CoC",0.5055694179428217,0.28540209077417356,0.22016732716864817,0.3492777968045838,0.1562916211382379,13.28454526,27.55680704,28.56082024,49.30395688,5.461871836,58.4,247.0
FL-603,2020,62936.10670736569,1256.8207692593912,752516.0,"Ft Myers, Cape Coral/Lee County CoC",0.5900206773012135,0.3096279680432044,0.28039270925800913,0.4092936229927337,0.18072705430847982,12.42482365,24.73595761,29.80800574,50.57821641,5.238116889,61.8,248.0
FL-603,2021,66830.95103420912,1313.697080862422,748543.0,"Ft Myers, Cape Coral/Lee County CoC",0.5263558673316029,0.2364593617200348,0.28989650561156804,0.390091150408193,0.13626471692340988,12.68814151,23.05216333,29.63250643,51.70380079,4.930132521,58.7,266.0
FL-603,2022,73325.2185723647,1457.771287633332,769132.0,"Ft Myers, Cape Coral/Lee County CoC",0.7280934872037569,0.20672654368820956,0.5213669435155474,0.5343686129299002,0.19372487427385676,11.98526925,22.27013223,28.55022771,53.05336949,4.549014573,57.6,254.0
FL-603,2023,77201.77731776852,1600.9961464012586,788873.0,"Ft Myers, Cape Coral/Lee County CoC",1.092698064200448,0.33465462755094927,0.7580434366494987,0.8657920856715846,0.22690597852886332,11.98526925,22.27013223,28.55022771,53.05336949,4.549014573,61.8,366.0
FL-604,2007,56590.78184004069,1239.0263721697313,64879.0,Monroe County CoC,17.278318099847407,7.352147844448897,9.92617025539851,15.675334083447646,1.6029840163997595,10.75176801,41.10065851,37.79747644,60.27889288,5.925840026,61.3,498.0
FL-604,2008,56590.78184004069,1239.0263721697313,64879.0,Monroe County CoC,17.278318099847407,7.352147844448897,9.92617025539851,15.675334083447646,1.6029840163997595,10.75176801,41.10065851,37.79747644,60.27889288,5.925840026,58.3,517.0
FL-604,2009,56590.78184004069,1239.0263721697313,64879.0,Monroe County CoC,16.029840163997598,4.993911743399251,11.035928420598344,12.916351978298062,3.113488185699533,10.75176801,41.10065851,37.79747644,60.27889288,5.925840026,57.2,422.0
FL-604,2010,56590.78184004069,1239.0263721697313,64879.0,Monroe County CoC,16.029840163997598,4.993911743399251,11.035928420598344,12.916351978298062,3.113488185699533,10.75176801,41.10065851,37.79747644,60.27889288,5.925840026,52.5,431.0
FL-604,2011,56131.98960687545,1221.0538566794276,65043.0,Monroe County CoC,13.898497916762757,5.319557830973356,8.5789400857894,12.268806789354734,1.6296911274080224,11.48873291,43.61809755,37.79001836,61.15282686,5.925840026,54.9,418.0
FL-604,2012,55233.82883819012,1326.19414434376,65441.0,Monroe County CoC,14.089026756926085,5.562262190369951,8.526764566556135,12.11778548616311,1.9712412707629774,12.03702259,44.17356949,38.83549801,61.89687306,7.217945772,59.3,437.0
FL-604,2013,56290.148866085794,1359.4060080755337,65878.0,Monroe County CoC,9.897082485807097,5.267312304562981,4.629770181244118,8.880051003369864,1.0170314824372324,13.41581904,44.72378432,39.00658288,62.86181855,7.563049022,64.0,432.0
FL-604,2014,56614.1859026655,1413.1468620674311,67417.0,Monroe County CoC,10.056810596733762,5.681059673376152,4.37575092335761,8.810834062625153,1.2459765341086075,13.91229528,44.53992597,40.09137863,61.68863344,7.338253246,54.5,439.0
FL-604,2015,58920.88944620439,1413.377141264813,68184.0,Monroe County CoC,9.019711369236184,4.414525401853807,4.6051859673823765,8.242402909773554,0.7773084594626305,13.7689769,43.61648296,39.61682535,58.3177386,6.408144528,58.6,420.0
FL-604,2016,59684.9428559094,1511.4437696967952,69491.0,Monroe County CoC,8.274452806838296,4.389057575801183,3.885395231037113,7.152005295649797,1.1224475111884993,13.2649243,42.38273508,40.75829384,59.12415604,5.280221094,56.9,399.0
FL-604,2017,62004.49098349988,1513.4684964787205,69151.0,Monroe County CoC,9.124958424317796,4.902315223207184,4.222643201110613,8.401903081661871,0.7230553426559269,13.25257087,41.95144297,42.83854167,59.27972736,3.654475594,62.8,401.0
FL-604,2018,65854.85217820489,1659.038657511577,68887.0,Monroe County CoC,14.124580835280968,11.047077097275247,3.0775037380057197,10.509965595830852,3.614615239450114,11.81525081,38.77823574,41.8760343,58.5773307,3.077133106,55.0,858.0
FL-604,2019,69424.63223086046,1652.0149631776987,68301.0,Monroe County CoC,7.335178108666051,4.275193628204565,3.0599844804614866,6.8666637384518525,0.46851437021419895,10.92492351,35.79559157,42.38816061,57.08462561,3.251265334,58.4,383.0
FL-604,2020,70849.75802388643,1754.809041875352,67486.0,Monroe County CoC,6.238330913078268,3.600746821562991,2.637584091515277,5.882701597368343,0.35562931570992506,10.7886585,36.63514186,42.21114109,57.57747391,3.712555335,61.8,367.0
FL-604,2021,73771.48964583193,1787.2649014694928,73835.0,Monroe County CoC,3.277578384235119,3.277578384235119,0.0,3.087966411593418,0.18961197264170107,11.11397104,35.00996447,40.14065729,58.29942705,3.797437039,58.7,367.0
FL-604,2022,81283.01240772096,1930.2640162546563,73825.0,Monroe County CoC,7.124957670165933,4.361666102268879,2.763291567897054,6.393498137487301,0.731459532678632,12.42264262,31.53684827,40.80287811,56.83980794,3.713399001,57.6,383.0
FL-604,2023,85507.32498920437,2012.1535679585447,74104.0,Monroe County CoC,6.652812263845407,3.818957141314909,2.8338551225304975,6.153513980351938,0.4992982834934686,12.42264262,31.53684827,40.80287811,56.83980794,3.713399001,61.8,391.0
FL-605,2007,59374.46708466126,1131.1147269450744,1296827.0,West Palm Beach/Palm Beach County CoC,1.3617853422237507,0.560599062172518,0.8011862800512327,1.0039889669169442,0.3577963753068065,12.84788871,20.11399333,28.28061926,56.1875231,10.7110536,61.3,947.0
FL-605,2008,59374.46708466126,1131.1147269450744,1296827.0,West Palm Beach/Palm Beach County CoC,1.3617853422237507,0.560599062172518,0.8011862800512327,1.0039889669169442,0.3577963753068065,12.84788871,20.11399333,28.28061926,56.1875231,10.7110536,58.3,699.0
