CoC_Number,Year,B01003_001E,B17001_002E,B25002_001E,B25002_003E,B25003_003E,B25003_001E,B25106_001E,B23025_003E,B23025_005E,B25064_001E,B19013_001E,Unemployment_Rate,Vacancy_Rate,Renter_Household_Rate,Cost_Burdened_Rate,Poverty_Rate,Overall Homeless,Overall Homeless Individuals,Overall Homeless People in Families,Unsheltered Homeless,Sheltered Total Homeless,"Total Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (TH),Total Year-Round Beds (SH),"Total Beds for Households with Children (ES, TH, SH)","Total Beds for Households without Children (ES, TH, SH)",Total Beds for Households with Children (ES),Total Beds for Households without Children (ES),Total Beds for Households with Children (TH),Total Beds for Households without Children (TH),Total Beds for Households with Children (SH),Total Beds for Households without Children (SH),Total Year-Round Beds (RRH),Total Beds for Households with Children (RRH),Total Beds for Households without Children (RRH),Total Year-Round PSH Beds,Total Beds for Households with Children (PSH),Total Beds for Households without Children (PSH),State Initials,Average Temperature
AK-500,2017,289010,23168,112489,9648,42060,102841,18847,156834,9106,73387,4437615,5.806138974967163,8.576838624221034,40.898085393957665,44.809795530194954,8.016331614823017,1128.0,848.0,280.0,155.0,973.0,1023.0,597.0,426.0,0.0,339.0,675.0,132.0,456.0,207,219,0.0,0.0,43.0,34.0,9.0,571.0,156.0,415.0,AK,4.5
AK-500,2018,287529,26176,113251,9805,41424,103446,19027,154553,8753,75827,4527440,5.663429373742341,8.657760196377957,40.044080969781334,45.93230977211278,9.103777358109964,1094.0,814.0,280.0,94.0,1000.0,1028.0,749.0,279.0,0.0,361.0,655.0,198.0,542.0,163,113,0.0,0.0,125.0,102.0,23.0,604.0,187.0,417.0,AK,6.7
AK-500,2019,291457,25795,115468,9885,40662,105583,17934,155551,8918,80010,4825221,5.733167899917069,8.560813385526727,38.51188164761373,44.10506123653534,8.850362146045557,1111.0,799.0,312.0,97.0,1014.0,1033.0,799.0,234.0,0.0,396.0,629.0,236.0,555.0,160,74,0.0,0.0,171.0,90.0,81.0,601.0,155.0,446.0,AK,7.5
AK-500,2020,281237,24640,113017,10426,39394,102591,17320,147637,7915,83378,4956323,5.361122211911648,9.22516081651433,38.39907984131162,43.966086206021224,8.761293855360426,1058.0,816.0,242.0,55.0,1003.0,920.0,720.0,200.0,0.0,311.0,598.0,183.0,533.0,128,65,0.0,0.0,212.0,142.0,70.0,558.0,184.0,374.0,AK,-6.4
AK-500,2021,265142,25018,107169,10447,37658,96722,16798,138400,7816,81497,4951157,5.6473988439306355,9.748154783566145,38.93426521370526,44.606723670933135,9.435698606784287,1319.0,1057.0,262.0,152.0,1167.0,1274.0,1043.0,231.0,0.0,235.0,1027.0,83.0,960.0,152,67,0.0,0.0,323.0,244.0,77.0,548.0,169.0,379.0,AK,10.6
AK-500,2022,276429,26965,113769,11751,38205,102018,17198,142643,7406,88940,5540345,5.191982782190504,10.328824196397964,37.449273657589835,45.01505038607512,9.75476523809007,1494.0,1176.0,318.0,125.0,1369.0,2019.0,1814.0,205.0,0.0,286.0,1720.0,154.0,1652.0,132,68,0.0,0.0,237.0,77.0,154.0,705.0,193.0,512.0,AK,2.6
AK-500,2023,276429,26965,113769,11751,38205,102018,17198,142643,7406,88940,5540345,5.191982782190504,10.328824196397964,37.449273657589835,45.01505038607512,9.75476523809007,1760.0,1460.0,300.0,335.0,1425.0,1188.0,950.0,238.0,0.0,346.0,833.0,194.0,748.0,152,85,0.0,0.0,256.0,168.0,88.0,720.0,172.0,548.0,AK,10.9
AK-501,2007,395270,39565,180426,39165,46533,141261,16881,205897,18769,96329,6393857,9.115722909998688,21.70696019420704,32.941151485548026,36.2774804977113,10.009613681787132,668.0,366.0,302.0,123.0,545.0,,595.0,279.0,,,,304.0,291.0,113,166,,,,,,159.0,20.0,139.0,AK,5.5
AK-501,2008,395270,39565,180426,39165,46533,141261,16881,205897,18769,96329,6393857,9.115722909998688,21.70696019420704,32.941151485548026,36.2774804977113,10.009613681787132,623.0,372.0,251.0,92.0,531.0,,574.0,224.0,,,,291.0,283.0,97,127,,,,,,147.0,28.0,119.0,AK,0.4
AK-501,2009,395270,39565,180426,39165,46533,141261,16881,205897,18769,96329,6393857,9.115722909998688,21.70696019420704,32.941151485548026,36.2774804977113,10.009613681787132,725.0,418.0,307.0,170.0,555.0,,567.0,253.0,,,,254.0,313.0,117,136,,,,,,143.0,26.0,117.0,AK,-0.2
AK-501,2010,395270,39565,180426,39165,46533,141261,16881,205897,18769,96329,6393857,9.115722909998688,21.70696019420704,32.941151485548026,36.2774804977113,10.009613681787132,632.0,378.0,254.0,74.0,558.0,,533.0,282.0,,,,245.0,288.0,107,175,,,,,,116.0,32.0,84.0,AK,1.5
AK-501,2011,399281,40330,184318,40452,48366,143866,17632,204705,18715,98921,6600131,9.142424464473264,21.94685272192623,33.618784146358415,36.45536120415168,10.100655929032436,905.0,492.0,413.0,227.0,678.0,,629.0,254.0,,,,354.0,275.0,95,159,,,,,,137.0,48.0,89.0,AK,7.0
AK-501,2012,401940,41838,186381,43587,48020,142794,18144,204675,18793,106925,6836976,9.181873702210822,23.385967453764064,33.62886395786938,37.78425655976677,10.409016271085235,766.0,507.0,259.0,147.0,619.0,,620.0,256.0,,,,295.0,298.0,98,153,,,,,,153.0,60.0,93.0,AK,-12.8
AK-501,2013,398412,42714,185345,45183,46631,140162,17293,204508,19871,105823,6756920,9.716490308447591,24.377781974156303,33.26935974087128,37.08477193283438,10.721062618595823,824.0,518.0,306.0,153.0,671.0,,630.0,250.0,,,,272.0,346.0,81,165,,,0.0,0.0,0.0,188.0,45.0,143.0,AK,9.8
AK-501,2014,409781,44104,188711,46197,47476,142514,17982,209780,19662,108608,6953054,9.37267613690533,24.48028996719852,33.31321835047785,37.8759794422445,10.762822092776386,761.0,473.0,288.0,92.0,669.0,826.0,583.0,243.0,0.0,316.0,459.0,245.0,316.0,71,143,0.0,0.0,19.0,18.0,1.0,210.0,41.0,169.0,AK,18.4
AK-501,2015,429390,48542,191337,46109,49701,145228,19635,215211,20193,111226,7051903,9.38288470384878,24.098318673335527,34.22273941664142,39.50624735920806,11.304874356645474,748.0,505.0,243.0,138.0,610.0,841.0,581.0,260.0,0.0,354.0,445.0,245.0,311.0,109,134,0.0,0.0,7.0,0.0,7.0,284.0,87.0,197.0,AK,7.1
AK-501,2016,433638,48980,193875,48857,49109,145018,18996,217599,20242,113548,7201988,9.302432456031507,25.20025789813024,33.86407204622874,38.681300779897775,11.29513557391188,835.0,622.0,213.0,202.0,633.0,819.0,542.0,277.0,0.0,289.0,511.0,183.0,340.0,106,171,0.0,0.0,17.0,9.0,8.0,219.0,25.0,194.0,AK,17.2
AK-501,2017,436582,49694,197353,51069,49298,146284,19291,218099,20132,116451,7373568,9.230670475334597,25.876981854848925,33.7001996117142,39.13140492514909,11.382512334452636,717.0,506.0,211.0,139.0,578.0,805.0,533.0,272.0,0.0,283.0,496.0,178.0,335.0,105,161,0.0,0.0,23.0,15.0,8.0,368.0,111.0,257.0,AK,4.5
AK-501,2018,437384,51135,197198,50917,49421,146281,19036,216031,19047,117769,7414750,8.816790182890418,25.82024158460025,33.784975492374265,38.518038890350255,11.691099811607192,922.0,620.0,302.0,215.0,707.0,912.0,649.0,263.0,0.0,348.0,555.0,259.0,384.0,89,171,0.0,0.0,90.0,72.0,18.0,344.0,87.0,257.0,AK,6.7
AK-501,2019,436528,50717,195372,49858,48579,145514,18444,212976,17786,114619,7298422,8.351175719329877,25.519521732899292,33.3844166197067,37.96702278762428,11.61826961844372,796.0,585.0,211.0,176.0,620.0,845.0,575.0,270.0,0.0,281.0,540.0,184.0,373.0,97,167,0.0,0.0,67.0,45.0,22.0,386.0,131.0,255.0,AK,7.5
AK-501,2020,437194,48628,194715,48207,48661,146508,18299,209142,18249,121364,7736011,8.725650514961126,24.757722825668285,33.21388593114369,37.60506360329627,11.122750998412604,891.0,629.0,262.0,169.0,722.0,965.0,690.0,275.0,0.0,411.0,543.0,314.0,365.0,97,178,0.0,0.0,47.0,29.0,18.0,405.0,134.0,271.0,AK,-6.4
AK-501,2021,435476,48309,200700,48580,48956,152120,19408,206114,16741,124532,7963308,8.122204217083748,24.205281514698555,32.182487509860636,39.643761745240624,11.093378280318548,630.0,390.0,240.0,0.0,630.0,996.0,726.0,270.0,0.0,368.0,611.0,243.0,466.0,125,145,0.0,0.0,62.0,29.0,33.0,389.0,124.0,265.0,AK,10.6
AK-501,2022,431376,46920,199809,45835,49520,153974,18873,204136,15028,132511,8527575,7.361758827448368,22.939407133812793,32.16127398132152,38.11187399030695,10.87682207633248,826.0,584.0,242.0,232.0,594.0,1069.0,801.0,268.0,0.0,406.0,624.0,277.0,485.0,129,139,0.0,0.0,137.0,60.0,77.0,385.0,47.0,338.0,AK,2.6
AK-501,2023,431376,46920,199809,45835,49520,153974,18873,204136,15028,132511,8527575,7.361758827448368,22.939407133812793,32.16127398132152,38.11187399030695,10.87682207633248,854.0,595.0,259.0,133.0,721.0,1120.0,847.0,273.0,0.0,372.0,718.0,267.0,551.0,105,167,0.0,0.0,105.0,52.0,53.0,385.0,50.0,335.0,AK,10.9
AL-500,2007,875443,119257,394234,50709,104281,343525,48018,444462,39790,164700,10459033,8.952396380342977,12.862665320596395,30.356160395895493,46.04673909916476,13.6224745643063,2104.0,1529.0,575.0,864.0,1240.0,,388.0,915.0,,,,80.0,308.0,431,484,,,,,,1292.0,817.0,475.0,AL,46.7
AL-500,2008,875443,119257,394234,50709,104281,343525,48018,444462,39790,164700,10459033,8.952396380342977,12.862665320596395,30.356160395895493,46.04673909916476,13.6224745643063,2104.0,1529.0,575.0,864.0,1240.0,,312.0,788.0,,,,67.0,245.0,397,391,,,,,,1205.0,664.0,541.0,AL,43.0
AL-500,2009,875443,119257,394234,50709,104281,343525,48018,444462,39790,164700,10459033,8.952396380342977,12.862665320596395,30.356160395895493,46.04673909916476,13.6224745643063,2273.0,1645.0,628.0,1204.0,1069.0,,340.0,813.0,,,,81.0,259.0,397,416,,,,,,1102.0,623.0,479.0,AL,45.3
AL-500,2010,875443,119257,394234,50709,104281,343525,48018,444462,39790,164700,10459033,8.952396380342977,12.862665320596395,30.356160395895493,46.04673909916476,13.6224745643063,2273.0,1645.0,628.0,1204.0,1069.0,,346.0,813.0,,,,87.0,259.0,397,416,,,,,,1127.0,623.0,504.0,AL,40.0
AL-500,2011,906361,127599,405358,52487,107478,352871,50891,457371,40610,175731,10887274,8.87900632090797,12.948307422081225,30.458156096703892,47.35015538063604,14.07816532264738,1950.0,1445.0,505.0,926.0,1024.0,,330.0,905.0,,,,98.0,232.0,426,479,,,,,,1336.0,677.0,659.0,AL,41.1
AL-500,2012,906777,135452,405847,52975,110206,352872,52784,455914,42755,178108,10601525,9.377865123685607,13.052948524936737,31.231154639642707,47.89575885160517,14.937741032249384,1707.0,1222.0,485.0,698.0,1009.0,,350.0,747.0,,,,75.0,257.0,346,401,,,,,,1361.0,665.0,696.0,AL,50.1
AL-500,2013,911648,142410,407589,52819,112454,354770,54273,454278,43717,183898,10723431,9.62340240997803,12.95888750677766,31.69771964935028,48.26240062603376,15.62116079890484,1469.0,1089.0,380.0,509.0,960.0,,354.0,834.0,,,,75.0,261.0,424,410,,,0.0,0.0,0.0,1361.0,665.0,696.0,AL,50.0
AL-500,2014,927494,150377,413884,54352,115261,359532,54716,460155,42175,188066,10939832,9.165389922960742,13.13218196402857,32.05862065129112,47.47139101690945,16.213258522427097,1329.0,915.0,414.0,414.0,915.0,1065.0,400.0,631.0,34.0,409.0,638.0,82.0,300.0,327,304,0.0,34.0,0.0,0.0,0.0,1729.0,965.0,764.0,AL,37.3
AL-500,2015,928301,150521,414836,53594,117941,361242,55380,459745,38277,186564,10884440,8.325702291487673,12.91932233460934,32.648750698977416,46.955681230445734,16.214676058735257,1153.0,886.0,267.0,237.0,916.0,1054.0,406.0,614.0,34.0,391.0,645.0,82.0,306.0,309,305,0.0,34.0,585.0,275.0,310.0,1686.0,960.0,726.0,AL,43.6
AL-500,2016,929834,144253,416769,54702,118256,362067,54071,461568,33859,188578,11383690,7.335647185246811,13.125256437019068,32.6613582568972,45.723684210526315,15.513844406636023,1228.0,927.0,301.0,196.0,1032.0,1113.0,493.0,586.0,34.0,380.0,715.0,100.0,375.0,280,306,0.0,34.0,374.0,111.0,263.0,1492.0,772.0,720.0,AL,43.0
AL-500,2017,932342,141480,419537,56700,118902,362837,53876,463532,31787,192599,11628372,6.857563231880431,13.51489856675335,32.77008684340351,45.31126473902878,15.17468911622559,1092.0,932.0,160.0,217.0,875.0,986.0,595.0,357.0,34.0,245.0,723.0,134.0,443.0,111,246,0.0,34.0,525.0,269.0,256.0,1542.0,681.0,861.0,AL,52.4
AL-500,2018,914084,136540,413030,57501,118587,355529,52740,455142,29733,194331,11633449,6.532686502234468,13.921749025494517,33.35508495790779,44.4736775531888,14.9373580546208,901.0,720.0,181.0,219.0,682.0,911.0,569.0,308.0,34.0,321.0,578.0,218.0,339.0,103,205,0.0,34.0,191.0,45.0,146.0,1768.0,525.0,1243.0,AL,40.4
AL-500,2019,915327,127353,413488,57179,118493,356309,51750,454880,26670,199115,12054657,5.863084769609568,13.828454513794838,33.25568537421171,43.67346594313588,13.913388330072204,981.0,805.0,176.0,326.0,655.0,827.0,516.0,277.0,34.0,279.0,536.0,182.0,322.0,97,180,0.0,34.0,106.0,59.0,47.0,1740.0,484.0,1256.0,AL,46.5
AL-500,2020,816871,117233,376497,52685,113352,323812,49399,401893,24539,217718,13297754,6.105854045728589,13.993471395522407,35.005497016787515,43.58017502999506,14.351470428011275,848.0,709.0,139.0,247.0,601.0,888.0,545.0,309.0,34.0,282.0,594.0,182.0,351.0,100,209,0.0,34.0,235.0,101.0,134.0,1823.0,448.0,1375.0,AL,49.5
AL-500,2021,867649,122514,386976,50008,112347,336968,50676,428899,24208,240651,14404711,5.644219268405848,12.922765236086992,33.34055459272097,45.10667841597906,14.12022603610446,875.0,754.0,121.0,319.0,556.0,639.0,400.0,205.0,34.0,121.0,514.0,80.0,316.0,41,164,0.0,34.0,251.0,117.0,134.0,1690.0,384.0,1306.0,AL,46.6
AL-500,2022,871076,120984,388962,48620,112478,340342,52842,432966,21777,261744,15819879,5.029725197821538,12.499935726369158,33.04852178103202,46.97985383808389,13.88902920066676,943.0,823.0,120.0,342.0,601.0,670.0,431.0,205.0,34.0,121.0,542.0,79.0,345.0,42,163,0.0,34.0,206.0,97.0,109.0,1326.0,239.0,1087.0,AL,43.9
AL-500,2023,871076,120984,388962,48620,112478,340342,52842,432966,21777,261744,15819879,5.029725197821538,12.499935726369158,33.04852178103202,46.97985383808389,13.88902920066676,847.0,748.0,99.0,382.0,465.0,544.0,424.0,110.0,10.0,89.0,448.0,67.0,350.0,22,88,0.0,10.0,179.0,56.0,123.0,1399.0,239.0,1160.0,AL,51.4
AL-501,2007,581664,98163,274491,52068,64574,222423,29874,279111,26565,104167,5867282,9.517718757053643,18.968927942992668,29.032069525183996,46.26320190788862,16.876237828024426,649.0,499.0,150.0,239.0,410.0,,133.0,326.0,,,,62.0,71.0,127,199,,,,,,171.0,49.0,122.0,AL,46.7
AL-501,2008,581664,98163,274491,52068,64574,222423,29874,279111,26565,104167,5867282,9.517718757053643,18.968927942992668,29.032069525183996,46.26320190788862,16.876237828024426,524.0,350.0,174.0,183.0,341.0,,190.0,234.0,,,,94.0,96.0,130,104,,,,,,167.0,39.0,128.0,AL,43.0
AL-501,2009,581664,98163,274491,52068,64574,222423,29874,279111,26565,104167,5867282,9.517718757053643,18.968927942992668,29.032069525183996,46.26320190788862,16.876237828024426,747.0,572.0,175.0,336.0,411.0,,171.0,141.0,,,,86.0,85.0,115,26,,,,,,159.0,28.0,131.0,AL,45.3
AL-501,2010,581664,98163,274491,52068,64574,222423,29874,279111,26565,104167,5867282,9.517718757053643,18.968927942992668,29.032069525183996,46.26320190788862,16.876237828024426,883.0,540.0,343.0,401.0,482.0,,170.0,148.0,,,,84.0,86.0,117,31,,,,,,163.0,28.0,135.0,AL,40.0
AL-501,2011,587786,99170,277669,51594,66637,226075,31979,279111,26565,107260,6061588,9.517718757053643,18.5811163651686,29.475616498949464,47.98985548569114,16.87178667065905,718.0,542.0,176.0,311.0,407.0,,265.0,150.0,,,,115.0,150.0,107,43,,,,,,180.0,38.0,142.0,AL,41.1
AL-501,2012,590713,101892,278704,50529,70088,228175,33708,280359,28884,108536,6002686,10.302505002514634,18.129987370113096,30.71677440560973,48.09382490583267,17.24898554797338,634.0,422.0,212.0,310.0,324.0,,251.0,128.0,,,,112.0,139.0,94,34,,,,,,214.0,43.0,171.0,AL,50.1
AL-501,2013,588062,104554,277347,52888,71521,224459,35409,277307,30906,108335,5866803,11.145048628415438,19.069252596927313,31.863725669275905,49.50853595447491,17.77941781648874,493.0,343.0,150.0,233.0,260.0,,251.0,130.0,,,,112.0,139.0,96,34,,,5.0,0.0,5.0,217.0,36.0,181.0,AL,50.0
AL-501,2014,593217,105419,280941,57434,72135,223507,35147,276291,28627,113211,5970789,10.361177164656103,20.44343830199223,32.274156961526934,48.723920426977195,17.770731452402746,598.0,397.0,201.0,137.0,461.0,537.0,344.0,193.0,0.0,213.0,324.0,122.0,222.0,91,102,0.0,0.0,10.0,0.0,10.0,199.0,39.0,160.0,AL,37.3
AL-501,2015,596895,102714,282259,58146,72420,224113,35136,276539,25327,113702,5937585,9.15856352991802,20.600228867812895,32.31405585575134,48.51698425849213,17.208051667378683,578.0,470.0,108.0,214.0,364.0,484.0,359.0,125.0,0.0,171.0,313.0,104.0,255.0,67,58,0.0,0.0,75.0,47.0,28.0,208.0,22.0,186.0,AL,43.6
AL-501,2016,613148,104184,289191,59781,73739,229410,34606,281489,22207,117911,6141568,7.889118224868468,20.67180513916408,32.14288827862779,46.930389617434464,16.991656174365733,623.0,477.0,146.0,236.0,387.0,476.0,354.0,122.0,0.0,180.0,296.0,118.0,236.0,62,60,0.0,0.0,467.0,335.0,132.0,504.0,306.0,198.0,AL,43.0
AL-501,2017,613782,101221,291308,62489,72017,228819,33427,280407,19025,120165,6359078,6.784780693777259,21.451178821041648,31.473347930023294,46.41542969021204,16.4913601246045,606.0,426.0,180.0,265.0,341.0,526.0,304.0,222.0,0.0,265.0,261.0,111.0,193.0,154,68,0.0,0.0,54.0,44.0,10.0,247.0,29.0,218.0,AL,52.4
AL-501,2018,618657,99238,293884,60479,75105,233405,33877,281949,15744,122891,6603251,5.583988593681836,20.579208122932855,32.17797390801397,45.10618467478863,16.040875638681854,551.0,399.0,152.0,233.0,318.0,435.0,298.0,137.0,0.0,214.0,221.0,117.0,181.0,97,40,0.0,0.0,60.0,39.0,21.0,203.0,15.0,188.0,AL,40.4
AL-501,2019,622330,97343,293952,58009,75078,235943,33260,282847,14936,124016,6688133,5.28059339501568,19.734174286958417,31.820397299347725,44.30059404885586,15.641701348159335,505.0,329.0,176.0,202.0,303.0,394.0,261.0,133.0,0.0,200.0,194.0,121.0,140.0,79,54,0.0,0.0,31.0,16.0,15.0,240.0,27.0,213.0,AL,46.5
AL-501,2020,568110,86670,271572,52405,71764,219167,32779,260169,13653,143683,8054117,5.247742813325185,19.296908370524207,32.74398061751997,45.67610501086896,15.25584833923008,631.0,470.0,161.0,364.0,267.0,396.0,274.0,122.0,0.0,214.0,182.0,135.0,139.0,79,43,0.0,0.0,114.0,88.0,26.0,247.0,33.0,214.0,AL,49.5
AL-501,2021,580820,86646,271553,48478,74229,223075,33554,267633,13811,149314,8200130,5.160424910231549,17.852131996332208,33.27535582203295,45.20335717846125,14.91787472883165,219.0,103.0,116.0,0.0,219.0,377.0,234.0,143.0,0.0,210.0,167.0,125.0,109.0,85,58,0.0,0.0,100.0,79.0,21.0,254.0,17.0,237.0,AL,46.6
AL-501,2022,591679,89947,275830,46673,74960,229157,35588,272682,13918,159157,8951196,5.104113949582297,16.920929558061122,32.711197999624716,47.475987193169686,15.201992972540854,585.0,361.0,224.0,197.0,388.0,467.0,314.0,153.0,0.0,276.0,191.0,180.0,134.0,96,57,0.0,0.0,197.0,171.0,26.0,251.0,21.0,230.0,AL,43.9
AL-501,2023,591679,89947,275830,46673,74960,229157,35588,272682,13918,159157,8951196,5.104113949582297,16.920929558061122,32.711197999624716,47.475987193169686,15.201992972540854,670.0,501.0,169.0,357.0,313.0,394.0,252.0,142.0,0.0,218.0,176.0,137.0,115.0,81,61,0.0,0.0,173.0,132.0,41.0,241.0,26.0,215.0,AL,51.4
AL-502,2007,265409,44900,125531,18439,28053,107092,11156,119940,10583,34623,2493900,8.823578455894614,14.68880196923469,26.195234004407425,39.767582789719455,16.917286150808753,265.0,143.0,122.0,134.0,131.0,,36.0,138.0,,,,22.0,14.0,53,85,,,,,,79.0,0.0,79.0,AL,46.7
AL-502,2008,265409,44900,125531,18439,28053,107092,11156,119940,10583,34623,2493900,8.823578455894614,14.68880196923469,26.195234004407425,39.767582789719455,16.917286150808753,249.0,173.0,76.0,71.0,178.0,,36.0,225.0,,,,22.0,14.0,50,175,,,,,,77.0,0.0,77.0,AL,43.0
AL-502,2009,265409,44900,125531,18439,28053,107092,11156,119940,10583,34623,2493900,8.823578455894614,14.68880196923469,26.195234004407425,39.767582789719455,16.917286150808753,281.0,222.0,59.0,68.0,213.0,,38.0,207.0,,,,22.0,16.0,50,157,,,,,,79.0,0.0,79.0,AL,45.3
AL-502,2010,265409,44900,125531,18439,28053,107092,11156,119940,10583,34623,2493900,8.823578455894614,14.68880196923469,26.195234004407425,39.767582789719455,16.917286150808753,170.0,131.0,39.0,8.0,162.0,,64.0,223.0,,,,28.0,36.0,51,172,,,,,,110.0,0.0,110.0,AL,40.0
AL-502,2011,267893,46865,126737,17819,29362,108918,12050,120887,10622,37404,2554208,8.786718174824424,14.05982467629816,26.957894930130927,41.039438730331725,17.493924813264996,244.0,219.0,25.0,10.0,234.0,,34.0,257.0,,,,18.0,16.0,70,187,,,,,,79.0,0.0,79.0,AL,41.1
AL-502,2012,267864,48636,126971,18223,29441,108748,11908,120635,11609,38048,2612573,9.62324366891864,14.352096147939294,27.07268179644683,40.44699568628783,18.156975181435357,192.0,162.0,30.0,4.0,188.0,,44.0,206.0,,,,18.0,26.0,55,151,,,,,,77.0,0.0,77.0,AL,50.1
AL-502,2013,267754,49911,126912,18186,29693,108726,11770,119298,12240,39387,2612489,10.2600211235729,14.32961422087746,27.309935066129537,39.638972148317784,18.640617880591886,223.0,133.0,90.0,26.0,197.0,,67.0,191.0,,,,34.0,33.0,79,112,,,0.0,0.0,0.0,68.0,0.0,68.0,AL,50.0
AL-502,2014,267552,51191,127392,18572,29976,108820,11995,118439,11260,40253,2651748,9.507003605231384,14.578623461441849,27.54640691049439,40.01534560982119,19.133103097715583,209.0,132.0,77.0,20.0,189.0,266.0,82.0,184.0,0.0,143.0,123.0,48.0,34.0,95,89,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,AL,37.3
AL-502,2015,266918,50000,127586,19133,30158,108453,11354,116489,10058,40346,2643811,8.634291649855351,14.996159453231543,27.80743732308004,37.64838517143046,18.73234476505893,245.0,158.0,87.0,31.0,214.0,264.0,70.0,194.0,0.0,162.0,102.0,40.0,30.0,122,72,0.0,0.0,0.0,0.0,0.0,58.0,2.0,56.0,AL,43.6
